community_name_join,year,crime_type,crime_count,population_2019,sector,comm_structure,crime_rate_per_1000
erlton,2020,Assault (Non-domestic),5,1270.0,CENTRE,INNER CITY,3.937007874015748
erlton,2020,Break & Enter - Commercial,4,1270.0,CENTRE,INNER CITY,3.149606299212598
erlton,2020,Break & Enter - Dwelling,5,1270.0,CENTRE,INNER CITY,3.937007874015748
erlton,2020,Break & Enter - Other Premises,6,1270.0,CENTRE,INNER CITY,4.724409448818897
erlton,2020,Street Robbery,1,1270.0,CENTRE,INNER CITY,0.7874015748031495
erlton,2020,Theft FROM Vehicle,26,1270.0,CENTRE,INNER CITY,20.47244094488189
erlton,2020,Theft OF Vehicle,5,1270.0,CENTRE,INNER CITY,3.937007874015748
erlton,2020,Violence  'Other' (Non-domestic),1,1270.0,CENTRE,INNER CITY,0.7874015748031495
erlton,2021,Assault (Non-domestic),4,1270.0,CENTRE,INNER CITY,3.149606299212598
erlton,2021,Break & Enter - Commercial,12,1270.0,CENTRE,INNER CITY,9.448818897637794
erlton,2021,Break & Enter - Dwelling,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2021,Break & Enter - Other Premises,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2021,Theft FROM Vehicle,26,1270.0,CENTRE,INNER CITY,20.47244094488189
erlton,2021,Theft OF Vehicle,7,1270.0,CENTRE,INNER CITY,5.511811023622047
erlton,2021,Violence  'Other' (Non-domestic),2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2022,Assault (Non-domestic),5,1270.0,CENTRE,INNER CITY,3.937007874015748
erlton,2022,Break & Enter - Commercial,4,1270.0,CENTRE,INNER CITY,3.149606299212598
erlton,2022,Break & Enter - Dwelling,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2022,Break & Enter - Other Premises,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2022,Street Robbery,1,1270.0,CENTRE,INNER CITY,0.7874015748031495
erlton,2022,Theft FROM Vehicle,19,1270.0,CENTRE,INNER CITY,14.960629921259843
erlton,2022,Theft OF Vehicle,10,1270.0,CENTRE,INNER CITY,7.874015748031496
erlton,2022,Violence  'Other' (Non-domestic),1,1270.0,CENTRE,INNER CITY,0.7874015748031495
erlton,2023,Assault (Non-domestic),6,1270.0,CENTRE,INNER CITY,4.724409448818897
erlton,2023,Break & Enter - Commercial,1,1270.0,CENTRE,INNER CITY,0.7874015748031495
erlton,2023,Break & Enter - Dwelling,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2023,Break & Enter - Other Premises,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2023,Theft FROM Vehicle,22,1270.0,CENTRE,INNER CITY,17.322834645669293
erlton,2023,Theft OF Vehicle,4,1270.0,CENTRE,INNER CITY,3.149606299212598
erlton,2023,Violence  'Other' (Non-domestic),2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2024,Assault (Non-domestic),4,1270.0,CENTRE,INNER CITY,3.149606299212598
erlton,2024,Break & Enter - Dwelling,3,1270.0,CENTRE,INNER CITY,2.3622047244094486
erlton,2024,Break & Enter - Other Premises,2,1270.0,CENTRE,INNER CITY,1.574803149606299
erlton,2024,Theft FROM Vehicle,6,1270.0,CENTRE,INNER CITY,4.724409448818897
erlton,2024,Theft OF Vehicle,5,1270.0,CENTRE,INNER CITY,3.937007874015748
erlton,2024,Violence  'Other' (Non-domestic),3,1270.0,CENTRE,INNER CITY,2.3622047244094486
evanston,2018,Assault (Non-domestic),8,17685.0,NORTH,BUILDING OUT,0.45236075770426915
evanston,2018,Break & Enter - Commercial,6,17685.0,NORTH,BUILDING OUT,0.33927056827820185
evanston,2018,Break & Enter - Dwelling,35,17685.0,NORTH,BUILDING OUT,1.9790783149561775
evanston,2018,Break & Enter - Other Premises,8,17685.0,NORTH,BUILDING OUT,0.45236075770426915
evanston,2018,Street Robbery,3,17685.0,NORTH,BUILDING OUT,0.16963528413910092
evanston,2018,Theft FROM Vehicle,63,17685.0,NORTH,BUILDING OUT,3.56234096692112
evanston,2018,Theft OF Vehicle,29,17685.0,NORTH,BUILDING OUT,1.6398077466779757
evanston,2018,Violence  'Other' (Non-domestic),10,17685.0,NORTH,BUILDING OUT,0.5654509471303364
evanston,2019,Assault (Non-domestic),9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2019,Break & Enter - Commercial,14,17685.0,NORTH,BUILDING OUT,0.7916313259824711
evanston,2019,Break & Enter - Dwelling,20,17685.0,NORTH,BUILDING OUT,1.1309018942606728
evanston,2019,Break & Enter - Other Premises,9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2019,Commercial Robbery,1,17685.0,NORTH,BUILDING OUT,0.05654509471303364
evanston,2019,Street Robbery,3,17685.0,NORTH,BUILDING OUT,0.16963528413910092
evanston,2019,Theft FROM Vehicle,53,17685.0,NORTH,BUILDING OUT,2.996890019790783
evanston,2019,Theft OF Vehicle,20,17685.0,NORTH,BUILDING OUT,1.1309018942606728
evanston,2019,Violence  'Other' (Non-domestic),9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2020,Assault (Non-domestic),6,17685.0,NORTH,BUILDING OUT,0.33927056827820185
evanston,2020,Break & Enter - Commercial,10,17685.0,NORTH,BUILDING OUT,0.5654509471303364
evanston,2020,Break & Enter - Dwelling,10,17685.0,NORTH,BUILDING OUT,0.5654509471303364
evanston,2020,Break & Enter - Other Premises,2,17685.0,NORTH,BUILDING OUT,0.11309018942606729
evanston,2020,Street Robbery,1,17685.0,NORTH,BUILDING OUT,0.05654509471303364
evanston,2020,Theft FROM Vehicle,33,17685.0,NORTH,BUILDING OUT,1.8659881255301103
evanston,2020,Theft OF Vehicle,16,17685.0,NORTH,BUILDING OUT,0.9047215154085383
evanston,2020,Violence  'Other' (Non-domestic),12,17685.0,NORTH,BUILDING OUT,0.6785411365564037
evanston,2021,Assault (Non-domestic),4,17685.0,NORTH,BUILDING OUT,0.22618037885213457
evanston,2021,Break & Enter - Commercial,3,17685.0,NORTH,BUILDING OUT,0.16963528413910092
evanston,2021,Break & Enter - Dwelling,7,17685.0,NORTH,BUILDING OUT,0.39581566299123555
evanston,2021,Break & Enter - Other Premises,9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2021,Commercial Robbery,2,17685.0,NORTH,BUILDING OUT,0.11309018942606729
evanston,2021,Theft FROM Vehicle,38,17685.0,NORTH,BUILDING OUT,2.1487135990952786
evanston,2021,Theft OF Vehicle,16,17685.0,NORTH,BUILDING OUT,0.9047215154085383
evanston,2021,Violence  'Other' (Non-domestic),10,17685.0,NORTH,BUILDING OUT,0.5654509471303364
evanston,2022,Assault (Non-domestic),2,17685.0,NORTH,BUILDING OUT,0.11309018942606729
evanston,2022,Break & Enter - Commercial,5,17685.0,NORTH,BUILDING OUT,0.2827254735651682
evanston,2022,Break & Enter - Dwelling,10,17685.0,NORTH,BUILDING OUT,0.5654509471303364
evanston,2022,Break & Enter - Other Premises,2,17685.0,NORTH,BUILDING OUT,0.11309018942606729
evanston,2022,Commercial Robbery,3,17685.0,NORTH,BUILDING OUT,0.16963528413910092
evanston,2022,Theft FROM Vehicle,51,17685.0,NORTH,BUILDING OUT,2.883799830364716
evanston,2022,Theft OF Vehicle,22,17685.0,NORTH,BUILDING OUT,1.2439920836867402
evanston,2022,Violence  'Other' (Non-domestic),11,17685.0,NORTH,BUILDING OUT,0.6219960418433701
evanston,2023,Assault (Non-domestic),5,17685.0,NORTH,BUILDING OUT,0.2827254735651682
evanston,2023,Break & Enter - Commercial,13,17685.0,NORTH,BUILDING OUT,0.7350862312694373
evanston,2023,Break & Enter - Dwelling,6,17685.0,NORTH,BUILDING OUT,0.33927056827820185
evanston,2023,Break & Enter - Other Premises,4,17685.0,NORTH,BUILDING OUT,0.22618037885213457
evanston,2023,Commercial Robbery,1,17685.0,NORTH,BUILDING OUT,0.05654509471303364
evanston,2023,Street Robbery,2,17685.0,NORTH,BUILDING OUT,0.11309018942606729
evanston,2023,Theft FROM Vehicle,33,17685.0,NORTH,BUILDING OUT,1.8659881255301103
evanston,2023,Theft OF Vehicle,8,17685.0,NORTH,BUILDING OUT,0.45236075770426915
evanston,2023,Violence  'Other' (Non-domestic),15,17685.0,NORTH,BUILDING OUT,0.8481764206955047
evanston,2024,Assault (Non-domestic),9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2024,Break & Enter - Commercial,12,17685.0,NORTH,BUILDING OUT,0.6785411365564037
evanston,2024,Break & Enter - Dwelling,9,17685.0,NORTH,BUILDING OUT,0.5089058524173028
evanston,2024,Break & Enter - Other Premises,7,17685.0,NORTH,BUILDING OUT,0.39581566299123555
evanston,2024,Theft FROM Vehicle,23,17685.0,NORTH,BUILDING OUT,1.3005371783997737
evanston,2024,Theft OF Vehicle,17,17685.0,NORTH,BUILDING OUT,0.961266610121572
evanston,2024,Violence  'Other' (Non-domestic),6,17685.0,NORTH,BUILDING OUT,0.33927056827820185
evergreen,2018,Assault (Non-domestic),6,21500.0,SOUTH,BUILDING OUT,0.27906976744186046
evergreen,2018,Break & Enter - Commercial,16,21500.0,SOUTH,BUILDING OUT,0.7441860465116279
evergreen,2018,Break & Enter - Dwelling,30,21500.0,SOUTH,BUILDING OUT,1.3953488372093024
evergreen,2018,Break & Enter - Other Premises,6,21500.0,SOUTH,BUILDING OUT,0.27906976744186046
evergreen,2018,Street Robbery,1,21500.0,SOUTH,BUILDING OUT,0.046511627906976744
evergreen,2018,Theft FROM Vehicle,73,21500.0,SOUTH,BUILDING OUT,3.395348837209302
evergreen,2018,Theft OF Vehicle,19,21500.0,SOUTH,BUILDING OUT,0.8837209302325582
evergreen,2018,Violence  'Other' (Non-domestic),8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2019,Assault (Non-domestic),8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2019,Break & Enter - Commercial,9,21500.0,SOUTH,BUILDING OUT,0.41860465116279066
evergreen,2019,Break & Enter - Dwelling,40,21500.0,SOUTH,BUILDING OUT,1.86046511627907
evergreen,2019,Break & Enter - Other Premises,8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2019,Commercial Robbery,1,21500.0,SOUTH,BUILDING OUT,0.046511627906976744
evergreen,2019,Street Robbery,2,21500.0,SOUTH,BUILDING OUT,0.09302325581395349
evergreen,2019,Theft FROM Vehicle,71,21500.0,SOUTH,BUILDING OUT,3.302325581395349
evergreen,2019,Theft OF Vehicle,24,21500.0,SOUTH,BUILDING OUT,1.1162790697674418
evergreen,2019,Violence  'Other' (Non-domestic),14,21500.0,SOUTH,BUILDING OUT,0.6511627906976744
evergreen,2020,Assault (Non-domestic),13,21500.0,SOUTH,BUILDING OUT,0.6046511627906976
evergreen,2020,Break & Enter - Commercial,8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2020,Break & Enter - Dwelling,16,21500.0,SOUTH,BUILDING OUT,0.7441860465116279
evergreen,2020,Break & Enter - Other Premises,9,21500.0,SOUTH,BUILDING OUT,0.41860465116279066
evergreen,2020,Theft FROM Vehicle,56,21500.0,SOUTH,BUILDING OUT,2.6046511627906974
evergreen,2020,Theft OF Vehicle,17,21500.0,SOUTH,BUILDING OUT,0.7906976744186046
evergreen,2020,Violence  'Other' (Non-domestic),17,21500.0,SOUTH,BUILDING OUT,0.7906976744186046
evergreen,2021,Assault (Non-domestic),6,21500.0,SOUTH,BUILDING OUT,0.27906976744186046
evergreen,2021,Break & Enter - Commercial,4,21500.0,SOUTH,BUILDING OUT,0.18604651162790697
evergreen,2021,Break & Enter - Dwelling,17,21500.0,SOUTH,BUILDING OUT,0.7906976744186046
evergreen,2021,Break & Enter - Other Premises,1,21500.0,SOUTH,BUILDING OUT,0.046511627906976744
evergreen,2021,Street Robbery,1,21500.0,SOUTH,BUILDING OUT,0.046511627906976744
evergreen,2021,Theft FROM Vehicle,31,21500.0,SOUTH,BUILDING OUT,1.4418604651162792
evergreen,2021,Theft OF Vehicle,14,21500.0,SOUTH,BUILDING OUT,0.6511627906976744
evergreen,2021,Violence  'Other' (Non-domestic),11,21500.0,SOUTH,BUILDING OUT,0.5116279069767442
evergreen,2022,Assault (Non-domestic),8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2022,Break & Enter - Commercial,6,21500.0,SOUTH,BUILDING OUT,0.27906976744186046
evergreen,2022,Break & Enter - Dwelling,16,21500.0,SOUTH,BUILDING OUT,0.7441860465116279
evergreen,2022,Break & Enter - Other Premises,3,21500.0,SOUTH,BUILDING OUT,0.13953488372093023
evergreen,2022,Street Robbery,3,21500.0,SOUTH,BUILDING OUT,0.13953488372093023
evergreen,2022,Theft FROM Vehicle,43,21500.0,SOUTH,BUILDING OUT,2.0
evergreen,2022,Theft OF Vehicle,17,21500.0,SOUTH,BUILDING OUT,0.7906976744186046
evergreen,2022,Violence  'Other' (Non-domestic),14,21500.0,SOUTH,BUILDING OUT,0.6511627906976744
evergreen,2023,Assault (Non-domestic),8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2023,Break & Enter - Commercial,4,21500.0,SOUTH,BUILDING OUT,0.18604651162790697
evergreen,2023,Break & Enter - Dwelling,7,21500.0,SOUTH,BUILDING OUT,0.3255813953488372
evergreen,2023,Break & Enter - Other Premises,3,21500.0,SOUTH,BUILDING OUT,0.13953488372093023
evergreen,2023,Street Robbery,3,21500.0,SOUTH,BUILDING OUT,0.13953488372093023
evergreen,2023,Theft FROM Vehicle,24,21500.0,SOUTH,BUILDING OUT,1.1162790697674418
evergreen,2023,Theft OF Vehicle,7,21500.0,SOUTH,BUILDING OUT,0.3255813953488372
evergreen,2023,Violence  'Other' (Non-domestic),13,21500.0,SOUTH,BUILDING OUT,0.6046511627906976
evergreen,2024,Assault (Non-domestic),8,21500.0,SOUTH,BUILDING OUT,0.37209302325581395
evergreen,2024,Break & Enter - Commercial,5,21500.0,SOUTH,BUILDING OUT,0.23255813953488375
evergreen,2024,Break & Enter - Dwelling,9,21500.0,SOUTH,BUILDING OUT,0.41860465116279066
evergreen,2024,Break & Enter - Other Premises,2,21500.0,SOUTH,BUILDING OUT,0.09302325581395349
evergreen,2024,Street Robbery,1,21500.0,SOUTH,BUILDING OUT,0.046511627906976744
evergreen,2024,Theft FROM Vehicle,36,21500.0,SOUTH,BUILDING OUT,1.6744186046511627
evergreen,2024,Theft OF Vehicle,10,21500.0,SOUTH,BUILDING OUT,0.4651162790697675
evergreen,2024,Violence  'Other' (Non-domestic),10,21500.0,SOUTH,BUILDING OUT,0.4651162790697675
fairview,2018,Assault (Non-domestic),10,3646.0,SOUTH,1950s,2.7427317608337907
fairview,2018,Break & Enter - Commercial,9,3646.0,SOUTH,1950s,2.4684585847504117
fairview,2018,Break & Enter - Dwelling,9,3646.0,SOUTH,1950s,2.4684585847504117
fairview,2018,Break & Enter - Other Premises,10,3646.0,SOUTH,1950s,2.7427317608337907
fairview,2018,Theft FROM Vehicle,38,3646.0,SOUTH,1950s,10.422380691168405
fairview,2018,Theft OF Vehicle,29,3646.0,SOUTH,1950s,7.953922106417993
fairview,2018,Violence  'Other' (Non-domestic),9,3646.0,SOUTH,1950s,2.4684585847504117
fairview,2019,Assault (Non-domestic),6,3646.0,SOUTH,1950s,1.6456390565002743
fairview,2019,Break & Enter - Commercial,10,3646.0,SOUTH,1950s,2.7427317608337907
fairview,2019,Break & Enter - Dwelling,4,3646.0,SOUTH,1950s,1.0970927043335161
fairview,2019,Break & Enter - Other Premises,19,3646.0,SOUTH,1950s,5.211190345584202
fairview,2019,Commercial Robbery,1,3646.0,SOUTH,1950s,0.27427317608337903
fairview,2019,Street Robbery,2,3646.0,SOUTH,1950s,0.5485463521667581
fairview,2019,Theft FROM Vehicle,50,3646.0,SOUTH,1950s,13.713658804168952
fairview,2019,Theft OF Vehicle,21,3646.0,SOUTH,1950s,5.75973669775096
fairview,2019,Violence  'Other' (Non-domestic),2,3646.0,SOUTH,1950s,0.5485463521667581
fairview,2020,Assault (Non-domestic),4,3646.0,SOUTH,1950s,1.0970927043335161
fairview,2020,Break & Enter - Commercial,14,3646.0,SOUTH,1950s,3.8398244651673066
fairview,2020,Break & Enter - Dwelling,8,3646.0,SOUTH,1950s,2.1941854086670323
fairview,2020,Break & Enter - Other Premises,26,3646.0,SOUTH,1950s,7.131102578167855
fairview,2020,Commercial Robbery,2,3646.0,SOUTH,1950s,0.5485463521667581
fairview,2020,Theft FROM Vehicle,45,3646.0,SOUTH,1950s,12.342292923752057
fairview,2020,Theft OF Vehicle,27,3646.0,SOUTH,1950s,7.405375754251234
fairview,2020,Violence  'Other' (Non-domestic),3,3646.0,SOUTH,1950s,0.8228195282501372
fairview,2021,Assault (Non-domestic),6,3646.0,SOUTH,1950s,1.6456390565002743
fairview,2021,Break & Enter - Commercial,3,3646.0,SOUTH,1950s,0.8228195282501372
fairview,2021,Break & Enter - Dwelling,5,3646.0,SOUTH,1950s,1.3713658804168953
fairview,2021,Break & Enter - Other Premises,5,3646.0,SOUTH,1950s,1.3713658804168953
fairview,2021,Theft FROM Vehicle,20,3646.0,SOUTH,1950s,5.485463521667581
fairview,2021,Theft OF Vehicle,15,3646.0,SOUTH,1950s,4.1140976412506856
fairview,2021,Violence  'Other' (Non-domestic),2,3646.0,SOUTH,1950s,0.5485463521667581
fairview,2022,Assault (Non-domestic),13,3646.0,SOUTH,1950s,3.5655512890839276
fairview,2022,Break & Enter - Commercial,10,3646.0,SOUTH,1950s,2.7427317608337907
fairview,2022,Break & Enter - Dwelling,5,3646.0,SOUTH,1950s,1.3713658804168953
fairview,2022,Break & Enter - Other Premises,13,3646.0,SOUTH,1950s,3.5655512890839276
fairview,2022,Commercial Robbery,1,3646.0,SOUTH,1950s,0.27427317608337903
fairview,2022,Theft FROM Vehicle,64,3646.0,SOUTH,1950s,17.553483269336258
fairview,2022,Theft OF Vehicle,20,3646.0,SOUTH,1950s,5.485463521667581
fairview,2022,Violence  'Other' (Non-domestic),1,3646.0,SOUTH,1950s,0.27427317608337903
fairview,2023,Assault (Non-domestic),6,3646.0,SOUTH,1950s,1.6456390565002743
fairview,2023,Break & Enter - Commercial,6,3646.0,SOUTH,1950s,1.6456390565002743
fairview,2023,Break & Enter - Dwelling,4,3646.0,SOUTH,1950s,1.0970927043335161
fairview,2023,Break & Enter - Other Premises,8,3646.0,SOUTH,1950s,2.1941854086670323
fairview,2023,Commercial Robbery,3,3646.0,SOUTH,1950s,0.8228195282501372
fairview,2023,Street Robbery,1,3646.0,SOUTH,1950s,0.27427317608337903
fairview,2023,Theft FROM Vehicle,34,3646.0,SOUTH,1950s,9.325287986834889
fairview,2023,Theft OF Vehicle,13,3646.0,SOUTH,1950s,3.5655512890839276
fairview,2023,Violence  'Other' (Non-domestic),6,3646.0,SOUTH,1950s,1.6456390565002743
fairview,2024,Assault (Non-domestic),7,3646.0,SOUTH,1950s,1.9199122325836533
fairview,2024,Break & Enter - Commercial,5,3646.0,SOUTH,1950s,1.3713658804168953
fairview,2024,Break & Enter - Dwelling,2,3646.0,SOUTH,1950s,0.5485463521667581
fairview,2024,Break & Enter - Other Premises,5,3646.0,SOUTH,1950s,1.3713658804168953
fairview,2024,Theft FROM Vehicle,8,3646.0,SOUTH,1950s,2.1941854086670323
fairview,2024,Theft OF Vehicle,15,3646.0,SOUTH,1950s,4.1140976412506856
fairview,2024,Violence  'Other' (Non-domestic),6,3646.0,SOUTH,1950s,1.6456390565002743
fairview industrial,2018,Assault (Non-domestic),3,,,,
fairview industrial,2018,Break & Enter - Commercial,34,,,,
fairview industrial,2018,Break & Enter - Other Premises,1,,,,
fairview industrial,2018,Theft FROM Vehicle,42,,,,
fairview industrial,2018,Theft OF Vehicle,17,,,,
fairview industrial,2018,Violence  'Other' (Non-domestic),2,,,,
fairview industrial,2019,Assault (Non-domestic),3,,,,
fairview industrial,2019,Break & Enter - Commercial,48,,,,
fairview industrial,2019,Commercial Robbery,1,,,,
fairview industrial,2019,Theft FROM Vehicle,52,,,,
fairview industrial,2019,Theft OF Vehicle,16,,,,
fairview industrial,2019,Violence  'Other' (Non-domestic),3,,,,
fairview industrial,2020,Assault (Non-domestic),2,,,,
fairview industrial,2020,Break & Enter - Commercial,29,,,,
fairview industrial,2020,Break & Enter - Dwelling,1,,,,
fairview industrial,2020,Break & Enter - Other Premises,1,,,,
fairview industrial,2020,Commercial Robbery,1,,,,
fairview industrial,2020,Theft FROM Vehicle,44,,,,
fairview industrial,2020,Theft OF Vehicle,15,,,,
fairview industrial,2020,Violence  'Other' (Non-domestic),2,,,,
fairview industrial,2021,Assault (Non-domestic),4,,,,
fairview industrial,2021,Break & Enter - Commercial,22,,,,
fairview industrial,2021,Theft FROM Vehicle,38,,,,
fairview industrial,2021,Theft OF Vehicle,12,,,,
fairview industrial,2021,Violence  'Other' (Non-domestic),2,,,,
fairview industrial,2022,Assault (Non-domestic),9,,,,
fairview industrial,2022,Break & Enter - Commercial,42,,,,
fairview industrial,2022,Break & Enter - Dwelling,1,,,,
fairview industrial,2022,Commercial Robbery,2,,,,
fairview industrial,2022,Street Robbery,1,,,,
fairview industrial,2022,Theft FROM Vehicle,51,,,,
fairview industrial,2022,Theft OF Vehicle,13,,,,
fairview industrial,2022,Violence  'Other' (Non-domestic),2,,,,
fairview industrial,2023,Assault (Non-domestic),6,,,,
fairview industrial,2023,Break & Enter - Commercial,41,,,,
fairview industrial,2023,Break & Enter - Dwelling,1,,,,
fairview industrial,2023,Street Robbery,1,,,,
fairview industrial,2023,Theft FROM Vehicle,35,,,,
fairview industrial,2023,Theft OF Vehicle,10,,,,
fairview industrial,2023,Violence  'Other' (Non-domestic),8,,,,
fairview industrial,2024,Assault (Non-domestic),2,,,,
fairview industrial,2024,Break & Enter - Commercial,13,,,,
fairview industrial,2024,Theft FROM Vehicle,11,,,,
fairview industrial,2024,Theft OF Vehicle,6,,,,
fairview industrial,2024,Violence  'Other' (Non-domestic),5,,,,
falconridge,2018,Assault (Non-domestic),32,10653.0,NORTHEAST,1980s/1990s,3.0038486811226885
falconridge,2018,Break & Enter - Commercial,14,10653.0,NORTHEAST,1980s/1990s,1.3141837979911761
falconridge,2018,Break & Enter - Dwelling,19,10653.0,NORTHEAST,1980s/1990s,1.7835351544165963
falconridge,2018,Break & Enter - Other Premises,35,10653.0,NORTHEAST,1980s/1990s,3.2854594949779408
falconridge,2018,Commercial Robbery,9,10653.0,NORTHEAST,1980s/1990s,0.8448324415657561
falconridge,2018,Street Robbery,10,10653.0,NORTHEAST,1980s/1990s,0.9387027128508402
falconridge,2018,Theft FROM Vehicle,136,10653.0,NORTHEAST,1980s/1990s,12.766356894771427
falconridge,2018,Theft OF Vehicle,88,10653.0,NORTHEAST,1980s/1990s,8.260583873087393
falconridge,2018,Violence  'Other' (Non-domestic),23,10653.0,NORTHEAST,1980s/1990s,2.1590162395569323
falconridge,2019,Assault (Non-domestic),53,10653.0,NORTHEAST,1980s/1990s,4.975124378109452
falconridge,2019,Break & Enter - Commercial,18,10653.0,NORTHEAST,1980s/1990s,1.6896648831315122
falconridge,2019,Break & Enter - Dwelling,21,10653.0,NORTHEAST,1980s/1990s,1.9712756969867644
